#VIN,#VehicleCategoryCode,ClassOfHybridVehicleCode,#FuelTypeCode,#FuelCode1,#FuelCode2,#FuelCode3,FuelCode4,Info manueller Change in DB: vehicleNatureCode 
BFE35nchevx504044,N1,NOVC-HEV,-,50,40,44,-,35
BFE38nchevx504044,N1,NOVC-HEV,-,50,40,44,-,38
BFE01nchevx50xxxx,N1,NOVC-HEV,-,50,-,-,-,-
BFE35nchevx50xxxx,N1,NOVC-HEV,-,50,-,-,-,35
BFE38nchevx50xxxx,N1,NOVC-HEV,-,50,-,-,-,38
BFE01nchevx50xx0x,N1,NOVC-HEV,-,50,-,0,-,-
BFE35nchevx50xx0x,N1,NOVC-HEV,-,50,-,0,-,35
BFE38nchevx50xx0x,N1,NOVC-HEV,-,50,-,0,-,38
BFE01nchevx50xx44,N1,NOVC-HEV,-,50,-,44,-,-
BFE35nchevx50xx44,N1,NOVC-HEV,-,50,-,44,-,35
BFE38nchevx50xx44,N1,NOVC-HEV,-,50,-,44,-,38
BFE01nchevx0x40xx,N1,NOVC-HEV,-,0,40,-,-,-
BFE35nchevx0x40xx,N1,NOVC-HEV,-,0,40,-,-,35
BFE38nchevx0x40xx,N1,NOVC-HEV,-,0,40,-,-,38
BFE01nchevx0x400x,N1,NOVC-HEV,-,0,40,0,-,-
BFE35nchevx0x400x,N1,NOVC-HEV,-,0,40,0,-,35
BFE38nchevx0x400x,N1,NOVC-HEV,-,0,40,0,-,38
BFE01nchevx0x4044,N1,NOVC-HEV,-,0,40,44,-,-
BFE35nchevx0x4044,N1,NOVC-HEV,-,0,40,44,-,35
BFE38nchevx0x4044,N1,NOVC-HEV,-,0,40,44,-,38
BFE01nchevx0xxxxx,N1,NOVC-HEV,-,0,-,-,-,-
BFE35nchevx0xxxxx,N1,NOVC-HEV,-,0,-,-,-,35
BFE38nchevx0xxxxx,N1,NOVC-HEV,-,0,-,-,-,38
BFE01nchevx0xxx0x,N1,NOVC-HEV,-,0,-,0,-,-
BFE35nchevx0xxx0x,N1,NOVC-HEV,-,0,-,0,-,35
BFE38nchevx0xxx0x,N1,NOVC-HEV,-,0,-,0,-,38
BFE01nchevx0xxx44,N1,NOVC-HEV,-,0,-,44,-,-
BFE35nchevx0xxx44,N1,NOVC-HEV,-,0,-,44,-,35
BFE38nchevx0xxx44,N1,NOVC-HEV,-,0,-,44,-,38
BFE01nchevx4040xx,N1,NOVC-HEV,-,40,40,-,-,-
BFE35nchevx4040xx,N1,NOVC-HEV,-,40,40,-,-,35
BFE38nchevx4040xx,N1,NOVC-HEV,-,40,40,-,-,38
BFE01nchevx40400x,N1,NOVC-HEV,-,40,40,0,-,-
BFE35nchevx40400x,N1,NOVC-HEV,-,40,40,0,-,35
BFE38nchevx40400x,N1,NOVC-HEV,-,40,40,0,-,38
BFE01nchevx404044,N1,NOVC-HEV,-,40,40,44,-,-
BFE35nchevx404044,N1,NOVC-HEV,-,40,40,44,-,35
BFE38nchevx404044,N1,NOVC-HEV,-,40,40,44,-,38
BFE01nchevx40xxxx,N1,NOVC-HEV,-,40,-,-,-,-
BFE35nchevx40xxxx,N1,NOVC-HEV,-,40,-,-,-,35
BFE38nchevx40xxxx,N1,NOVC-HEV,-,40,-,-,-,38
BFE01nchevx40xx0x,N1,NOVC-HEV,-,40,-,0,-,-
BFE35nchevx40xx0x,N1,NOVC-HEV,-,40,-,0,-,35
BFE38nchevx40xx0x,N1,NOVC-HEV,-,40,-,0,-,38
BFE01nchevx40xx44,N1,NOVC-HEV,-,40,-,44,-,-
BFE35nchevx40xx44,N1,NOVC-HEV,-,40,-,44,-,35
BFE38nchevx40xx44,N1,NOVC-HEV,-,40,-,44,-,38
BFE01nchevx2040xx,N1,NOVC-HEV,-,20,40,-,-,-
BFE35nchevx2040xx,N1,NOVC-HEV,-,20,40,-,-,35
BFE38nchevx2040xx,N1,NOVC-HEV,-,20,40,-,-,38
BFE01nchevx20400x,N1,NOVC-HEV,-,20,40,0,-,-
BFE35nchevx20400x,N1,NOVC-HEV,-,20,40,0,-,35
BFE38nchevx20400x,N1,NOVC-HEV,-,20,40,0,-,38
BFE01nchevx204044,N1,NOVC-HEV,-,20,40,44,-,-
BFE35nchevx204044,N1,NOVC-HEV,-,20,40,44,-,35
BFE38nchevx204044,N1,NOVC-HEV,-,20,40,44,-,38
BFE01nchevx20xxxx,N1,NOVC-HEV,-,20,-,-,-,-
BFE35nchevx20xxxx,N1,NOVC-HEV,-,20,-,-,-,35
BFE38nchevx20xxxx,N1,NOVC-HEV,-,20,-,-,-,38
BFE01nchevx20xx0x,N1,NOVC-HEV,-,20,-,0,-,-
BFE35nchevx20xx0x,N1,NOVC-HEV,-,20,-,0,-,35
BFE38nchevx20xx0x,N1,NOVC-HEV,-,20,-,0,-,38
BFE01nchevx20xx44,N1,NOVC-HEV,-,20,-,44,-,-
BFE35nchevx20xx44,N1,NOVC-HEV,-,20,-,44,-,35
BFE38nchevx20xx44,N1,NOVC-HEV,-,20,-,44,-,38
BFE01nchevD1040xx,N1,NOVC-HEV,D,10,40,-,-,-
BFE35nchevD1040xx,N1,NOVC-HEV,D,10,40,-,-,35
BFE38nchevD1040xx,N1,NOVC-HEV,D,10,40,-,-,38
BFE01nchevD10400x,N1,NOVC-HEV,D,10,40,0,-,-
BFE35nchevD10400x,N1,NOVC-HEV,D,10,40,0,-,35
BFE38nchevD10400x,N1,NOVC-HEV,D,10,40,0,-,38
BFE01nchevD104044,N1,NOVC-HEV,D,10,40,44,-,-
BFE35nchevD104044,N1,NOVC-HEV,D,10,40,44,-,35
BFE38nchevD104044,N1,NOVC-HEV,D,10,40,44,-,38
BFE01nchevD10xxxx,N1,NOVC-HEV,D,10,-,-,-,-
BFE35nchevD10xxxx,N1,NOVC-HEV,D,10,-,-,-,35
BFE38nchevD10xxxx,N1,NOVC-HEV,D,10,-,-,-,38
BFE01nchevD10xx0x,N1,NOVC-HEV,D,10,-,0,-,-
BFE35nchevD10xx0x,N1,NOVC-HEV,D,10,-,0,-,35
BFE38nchevD10xx0x,N1,NOVC-HEV,D,10,-,0,-,38
BFE01nchevD10xx44,N1,NOVC-HEV,D,10,-,44,-,-
BFE35nchevD10xx44,N1,NOVC-HEV,D,10,-,44,-,35
BFE38nchevD10xx44,N1,NOVC-HEV,D,10,-,44,-,38
BFE01nchevD5040xx,N1,NOVC-HEV,D,50,40,-,-,-
BFE35nchevD5040xx,N1,NOVC-HEV,D,50,40,-,-,35
BFE38nchevD5040xx,N1,NOVC-HEV,D,50,40,-,-,38
BFE01nchevD50400x,N1,NOVC-HEV,D,50,40,0,-,-
BFE35nchevD50400x,N1,NOVC-HEV,D,50,40,0,-,35
BFE38nchevD50400x,N1,NOVC-HEV,D,50,40,0,-,38
BFE01nchevD504044,N1,NOVC-HEV,D,50,40,44,-,-
BFE35nchevD504044,N1,NOVC-HEV,D,50,40,44,-,35
BFE38nchevD504044,N1,NOVC-HEV,D,50,40,44,-,38
BFE01nchevD50xxxx,N1,NOVC-HEV,D,50,-,-,-,-
BFE35nchevD50xxxx,N1,NOVC-HEV,D,50,-,-,-,35
BFE38nchevD50xxxx,N1,NOVC-HEV,D,50,-,-,-,38
BFE01nchevD50xx0x,N1,NOVC-HEV,D,50,-,0,-,-
BFE35nchevD50xx0x,N1,NOVC-HEV,D,50,-,0,-,35
BFE38nchevD50xx0x,N1,NOVC-HEV,D,50,-,0,-,38
BFE01nchevD50xx44,N1,NOVC-HEV,D,50,-,44,-,-
BFE35nchevD50xx44,N1,NOVC-HEV,D,50,-,44,-,35
BFE38nchevD50xx44,N1,NOVC-HEV,D,50,-,44,-,38
BFE01nchevD0x40xx,N1,NOVC-HEV,D,0,40,-,-,-
BFE35nchevD0x40xx,N1,NOVC-HEV,D,0,40,-,-,35
BFE38nchevD0x40xx,N1,NOVC-HEV,D,0,40,-,-,38
BFE01nchevD0x400x,N1,NOVC-HEV,D,0,40,0,-,-
BFE35nchevD0x400x,N1,NOVC-HEV,D,0,40,0,-,35
BFE38nchevD0x400x,N1,NOVC-HEV,D,0,40,0,-,38
BFE01nchevD0x4044,N1,NOVC-HEV,D,0,40,44,-,-
BFE35nchevD0x4044,N1,NOVC-HEV,D,0,40,44,-,35
BFE38nchevD0x4044,N1,NOVC-HEV,D,0,40,44,-,38
BFE01nchevD0xxxxx,N1,NOVC-HEV,D,0,-,-,-,-
BFE35nchevD0xxxxx,N1,NOVC-HEV,D,0,-,-,-,35
BFE38nchevD0xxxxx,N1,NOVC-HEV,D,0,-,-,-,38
BFE01nchevD0xxx0x,N1,NOVC-HEV,D,0,-,0,-,-
BFE35nchevD0xxx0x,N1,NOVC-HEV,D,0,-,0,-,35
BFE38nchevD0xxx0x,N1,NOVC-HEV,D,0,-,0,-,38
BFE01nchevD0xxx44,N1,NOVC-HEV,D,0,-,44,-,-
BFE35nchevD0xxx44,N1,NOVC-HEV,D,0,-,44,-,35
BFE38nchevD0xxx44,N1,NOVC-HEV,D,0,-,44,-,38
BFE01nchevD4040xx,N1,NOVC-HEV,D,40,40,-,-,-
BFE35nchevD4040xx,N1,NOVC-HEV,D,40,40,-,-,35
BFE38nchevD4040xx,N1,NOVC-HEV,D,40,40,-,-,38
BFE01nchevD40400x,N1,NOVC-HEV,D,40,40,0,-,-
BFE35nchevD40400x,N1,NOVC-HEV,D,40,40,0,-,35
BFE38nchevD40400x,N1,NOVC-HEV,D,40,40,0,-,38
BFE01nchevD404044,N1,NOVC-HEV,D,40,40,44,-,-
BFE35nchevD404044,N1,NOVC-HEV,D,40,40,44,-,35
BFE38nchevD404044,N1,NOVC-HEV,D,40,40,44,-,38
BFE01nchevD40xxxx,N1,NOVC-HEV,D,40,-,-,-,-
BFE35nchevD40xxxx,N1,NOVC-HEV,D,40,-,-,-,35
BFE38nchevD40xxxx,N1,NOVC-HEV,D,40,-,-,-,38
BFE01nchevD40xx0x,N1,NOVC-HEV,D,40,-,0,-,-
BFE35nchevD40xx0x,N1,NOVC-HEV,D,40,-,0,-,35
BFE38nchevD40xx0x,N1,NOVC-HEV,D,40,-,0,-,38
BFE01nchevD40xx44,N1,NOVC-HEV,D,40,-,44,-,-
BFE35nchevD40xx44,N1,NOVC-HEV,D,40,-,44,-,35
BFE38nchevD40xx44,N1,NOVC-HEV,D,40,-,44,-,38
BFE01nchevD2040xx,N1,NOVC-HEV,D,20,40,-,-,-
BFE35nchevD2040xx,N1,NOVC-HEV,D,20,40,-,-,35
BFE38nchevD2040xx,N1,NOVC-HEV,D,20,40,-,-,38
BFE01nchevD20400x,N1,NOVC-HEV,D,20,40,0,-,-
BFE35nchevD20400x,N1,NOVC-HEV,D,20,40,0,-,35
BFE38nchevD20400x,N1,NOVC-HEV,D,20,40,0,-,38
BFE01nchevD204044,N1,NOVC-HEV,D,20,40,44,-,-
BFE35nchevD204044,N1,NOVC-HEV,D,20,40,44,-,35
BFE38nchevD204044,N1,NOVC-HEV,D,20,40,44,-,38
BFE01nchevD20xxxx,N1,NOVC-HEV,D,20,-,-,-,-
BFE35nchevD20xxxx,N1,NOVC-HEV,D,20,-,-,-,35
BFE38nchevD20xxxx,N1,NOVC-HEV,D,20,-,-,-,38
BFE01nchevD20xx0x,N1,NOVC-HEV,D,20,-,0,-,-
BFE35nchevD20xx0x,N1,NOVC-HEV,D,20,-,0,-,35
BFE38nchevD20xx0x,N1,NOVC-HEV,D,20,-,0,-,38
BFE01nchevD20xx44,N1,NOVC-HEV,D,20,-,44,-,-
BFE35nchevD20xx44,N1,NOVC-HEV,D,20,-,44,-,35
BFE38nchevD20xx44,N1,NOVC-HEV,D,20,-,44,-,38
BFE01cfchvB1040xx,N1,OVC-FCHV,B,10,40,-,-,-
BFE35cfchvB1040xx,N1,OVC-FCHV,B,10,40,-,-,35
BFE38cfchvB1040xx,N1,OVC-FCHV,B,10,40,-,-,38
BFE01cfchvB10400x,N1,OVC-FCHV,B,10,40,0,-,-
BFE35cfchvB10400x,N1,OVC-FCHV,B,10,40,0,-,35
BFE38cfchvB10400x,N1,OVC-FCHV,B,10,40,0,-,38
BFE01cfchvB104044,N1,OVC-FCHV,B,10,40,44,-,-
BFE35cfchvB104044,N1,OVC-FCHV,B,10,40,44,-,35
BFE38cfchvB104044,N1,OVC-FCHV,B,10,40,44,-,38
BFE01cfchvB10xxxx,N1,OVC-FCHV,B,10,-,-,-,-
BFE35cfchvB10xxxx,N1,OVC-FCHV,B,10,-,-,-,35
BFE38cfchvB10xxxx,N1,OVC-FCHV,B,10,-,-,-,38
BFE01cfchvB10xx0x,N1,OVC-FCHV,B,10,-,0,-,-
BFE35cfchvB10xx0x,N1,OVC-FCHV,B,10,-,0,-,35
BFE38cfchvB10xx0x,N1,OVC-FCHV,B,10,-,0,-,38
BFE01cfchvB10xx44,N1,OVC-FCHV,B,10,-,44,-,-
BFE35cfchvB10xx44,N1,OVC-FCHV,B,10,-,44,-,35
BFE38cfchvB10xx44,N1,OVC-FCHV,B,10,-,44,-,38
BFE01cfchvB5040xx,N1,OVC-FCHV,B,50,40,-,-,-
BFE35cfchvB5040xx,N1,OVC-FCHV,B,50,40,-,-,35
BFE38cfchvB5040xx,N1,OVC-FCHV,B,50,40,-,-,38
BFE01cfchvB50400x,N1,OVC-FCHV,B,50,40,0,-,-
BFE35cfchvB50400x,N1,OVC-FCHV,B,50,40,0,-,35
BFE38cfchvB50400x,N1,OVC-FCHV,B,50,40,0,-,38
BFE01cfchvB504044,N1,OVC-FCHV,B,50,40,44,-,-
BFE35cfchvB504044,N1,OVC-FCHV,B,50,40,44,-,35
BFE38cfchvB504044,N1,OVC-FCHV,B,50,40,44,-,38
BFE01cfchvB50xxxx,N1,OVC-FCHV,B,50,-,-,-,-
BFE35cfchvB50xxxx,N1,OVC-FCHV,B,50,-,-,-,35
BFE38cfchvB50xxxx,N1,OVC-FCHV,B,50,-,-,-,38
BFE01cfchvB50xx0x,N1,OVC-FCHV,B,50,-,0,-,-
BFE35cfchvB50xx0x,N1,OVC-FCHV,B,50,-,0,-,35
BFE38cfchvB50xx0x,N1,OVC-FCHV,B,50,-,0,-,38
BFE01cfchvB50xx44,N1,OVC-FCHV,B,50,-,44,-,-
BFE35cfchvB50xx44,N1,OVC-FCHV,B,50,-,44,-,35
BFE38cfchvB50xx44,N1,OVC-FCHV,B,50,-,44,-,38
BFE01cfchvB0x40xx,N1,OVC-FCHV,B,0,40,-,-,-
BFE35cfchvB0x40xx,N1,OVC-FCHV,B,0,40,-,-,35
BFE38cfchvB0x40xx,N1,OVC-FCHV,B,0,40,-,-,38
BFE01cfchvB0x400x,N1,OVC-FCHV,B,0,40,0,-,-
BFE35cfchvB0x400x,N1,OVC-FCHV,B,0,40,0,-,35
BFE38cfchvB0x400x,N1,OVC-FCHV,B,0,40,0,-,38
BFE01cfchvB0x4044,N1,OVC-FCHV,B,0,40,44,-,-
BFE35cfchvB0x4044,N1,OVC-FCHV,B,0,40,44,-,35
BFE38cfchvB0x4044,N1,OVC-FCHV,B,0,40,44,-,38
BFE01cfchvB0xxxxx,N1,OVC-FCHV,B,0,-,-,-,-
BFE35cfchvB0xxxxx,N1,OVC-FCHV,B,0,-,-,-,35
BFE38cfchvB0xxxxx,N1,OVC-FCHV,B,0,-,-,-,38
BFE01cfchvB0xxx0x,N1,OVC-FCHV,B,0,-,0,-,-
BFE35cfchvB0xxx0x,N1,OVC-FCHV,B,0,-,0,-,35
BFE38cfchvB0xxx0x,N1,OVC-FCHV,B,0,-,0,-,38
BFE01cfchvB0xxx44,N1,OVC-FCHV,B,0,-,44,-,-
BFE35cfchvB0xxx44,N1,OVC-FCHV,B,0,-,44,-,35
BFE38cfchvB0xxx44,N1,OVC-FCHV,B,0,-,44,-,38
BFE01cfchvB4040xx,N1,OVC-FCHV,B,40,40,-,-,-
BFE35cfchvB4040xx,N1,OVC-FCHV,B,40,40,-,-,35
BFE38cfchvB4040xx,N1,OVC-FCHV,B,40,40,-,-,38
BFE01cfchvB40400x,N1,OVC-FCHV,B,40,40,0,-,-
BFE35cfchvB40400x,N1,OVC-FCHV,B,40,40,0,-,35
BFE38cfchvB40400x,N1,OVC-FCHV,B,40,40,0,-,38
BFE01cfchvB404044,N1,OVC-FCHV,B,40,40,44,-,-
BFE35cfchvB404044,N1,OVC-FCHV,B,40,40,44,-,35
BFE38cfchvB404044,N1,OVC-FCHV,B,40,40,44,-,38
BFE01cfchvB40xxxx,N1,OVC-FCHV,B,40,-,-,-,-
BFE35cfchvB40xxxx,N1,OVC-FCHV,B,40,-,-,-,35
BFE38cfchvB40xxxx,N1,OVC-FCHV,B,40,-,-,-,38
BFE01cfchvB40xx0x,N1,OVC-FCHV,B,40,-,0,-,-
BFE35cfchvB40xx0x,N1,OVC-FCHV,B,40,-,0,-,35
BFE38cfchvB40xx0x,N1,OVC-FCHV,B,40,-,0,-,38
BFE01cfchvB40xx44,N1,OVC-FCHV,B,40,-,44,-,-
BFE35cfchvB40xx44,N1,OVC-FCHV,B,40,-,44,-,35
BFE38cfchvB40xx44,N1,OVC-FCHV,B,40,-,44,-,38
BFE01cfchvB2040xx,N1,OVC-FCHV,B,20,40,-,-,-
BFE35cfchvB2040xx,N1,OVC-FCHV,B,20,40,-,-,35
BFE38cfchvB2040xx,N1,OVC-FCHV,B,20,40,-,-,38
BFE01cfchvB20400x,N1,OVC-FCHV,B,20,40,0,-,-
BFE35cfchvB20400x,N1,OVC-FCHV,B,20,40,0,-,35
BFE38cfchvB20400x,N1,OVC-FCHV,B,20,40,0,-,38
BFE01cfchvB204044,N1,OVC-FCHV,B,20,40,44,-,-
BFE35cfchvB204044,N1,OVC-FCHV,B,20,40,44,-,35
BFE38cfchvB204044,N1,OVC-FCHV,B,20,40,44,-,38
BFE01cfchvB20xxxx,N1,OVC-FCHV,B,20,-,-,-,-
BFE35cfchvB20xxxx,N1,OVC-FCHV,B,20,-,-,-,35
BFE38cfchvB20xxxx,N1,OVC-FCHV,B,20,-,-,-,38
BFE01cfchvB20xx0x,N1,OVC-FCHV,B,20,-,0,-,-
BFE35cfchvB20xx0x,N1,OVC-FCHV,B,20,-,0,-,35
BFE38cfchvB20xx0x,N1,OVC-FCHV,B,20,-,0,-,38
BFE01cfchvB20xx44,N1,OVC-FCHV,B,20,-,44,-,-
BFE35cfchvB20xx44,N1,OVC-FCHV,B,20,-,44,-,35
BFE38cfchvB20xx44,N1,OVC-FCHV,B,20,-,44,-,38
BFE01cfchvT1040xx,N1,OVC-FCHV,T,10,40,-,0,-
BFE35cfchvT1040xx,N1,OVC-FCHV,T,10,40,-,0,35
BFE38cfchvT1040xx,N1,OVC-FCHV,T,10,40,-,0,38
BFE01cfchvT10400x,N1,OVC-FCHV,T,10,40,0,0,-
BFE35cfchvT10400x,N1,OVC-FCHV,T,10,40,0,0,35
BFE38cfchvT10400x,N1,OVC-FCHV,T,10,40,0,0,38
BFE01cfchvT104044,N1,OVC-FCHV,T,10,40,44,0,-
BFE35cfchvT104044,N1,OVC-FCHV,T,10,40,44,0,35
BFE38cfchvT104044,N1,OVC-FCHV,T,10,40,44,0,38
BFE01cfchvT10xxxx,N1,OVC-FCHV,T,10,-,-,0,-
BFE35cfchvT10xxxx,N1,OVC-FCHV,T,10,-,-,0,35
BFE38cfchvT10xxxx,N1,OVC-FCHV,T,10,-,-,0,38
BFE01cfchvT10xx0x,N1,OVC-FCHV,T,10,-,0,0,-
BFE35cfchvT10xx0x,N1,OVC-FCHV,T,10,-,0,0,35
BFE38cfchvT10xx0x,N1,OVC-FCHV,T,10,-,0,0,38
BFE01cfchvT10xx44,N1,OVC-FCHV,T,10,-,44,0,-
BFE35cfchvT10xx44,N1,OVC-FCHV,T,10,-,44,0,35
BFE38cfchvT10xx44,N1,OVC-FCHV,T,10,-,44,0,38
BFE01cfchvT5040xx,N1,OVC-FCHV,T,50,40,-,0,-
BFE35cfchvT5040xx,N1,OVC-FCHV,T,50,40,-,0,35
BFE38cfchvT5040xx,N1,OVC-FCHV,T,50,40,-,0,38
BFE01cfchvT50400x,N1,OVC-FCHV,T,50,40,0,0,-
BFE35cfchvT50400x,N1,OVC-FCHV,T,50,40,0,0,35
BFE38cfchvT50400x,N1,OVC-FCHV,T,50,40,0,0,38
BFE01cfchvT504044,N1,OVC-FCHV,T,50,40,44,0,-
BFE35cfchvT504044,N1,OVC-FCHV,T,50,40,44,0,35
BFE38cfchvT504044,N1,OVC-FCHV,T,50,40,44,0,38
BFE01cfchvT50xxxx,N1,OVC-FCHV,T,50,-,-,0,-
BFE35cfchvT50xxxx,N1,OVC-FCHV,T,50,-,-,0,35
BFE38cfchvT50xxxx,N1,OVC-FCHV,T,50,-,-,0,38
BFE01cfchvT50xx0x,N1,OVC-FCHV,T,50,-,0,0,-
BFE35cfchvT50xx0x,N1,OVC-FCHV,T,50,-,0,0,35
BFE38cfchvT50xx0x,N1,OVC-FCHV,T,50,-,0,0,38
BFE01cfchvT50xx44,N1,OVC-FCHV,T,50,-,44,0,-
BFE35cfchvT50xx44,N1,OVC-FCHV,T,50,-,44,0,35
BFE38cfchvT50xx44,N1,OVC-FCHV,T,50,-,44,0,38
BFE01cfchvT0x40xx,N1,OVC-FCHV,T,0,40,-,0,-
BFE35cfchvT0x40xx,N1,OVC-FCHV,T,0,40,-,0,35
BFE38cfchvT0x40xx,N1,OVC-FCHV,T,0,40,-,0,38
BFE01cfchvT0x400x,N1,OVC-FCHV,T,0,40,0,0,-
BFE35cfchvT0x400x,N1,OVC-FCHV,T,0,40,0,0,35
BFE38cfchvT0x400x,N1,OVC-FCHV,T,0,40,0,0,38
BFE01cfchvT0x4044,N1,OVC-FCHV,T,0,40,44,0,-
BFE35cfchvT0x4044,N1,OVC-FCHV,T,0,40,44,0,35
BFE38cfchvT0x4044,N1,OVC-FCHV,T,0,40,44,0,38
BFE01cfchvT0xxxxx,N1,OVC-FCHV,T,0,-,-,0,-
BFE35cfchvT0xxxxx,N1,OVC-FCHV,T,0,-,-,0,35
BFE38cfchvT0xxxxx,N1,OVC-FCHV,T,0,-,-,0,38
BFE01cfchvT0xxx0x,N1,OVC-FCHV,T,0,-,0,0,-
BFE35cfchvT0xxx0x,N1,OVC-FCHV,T,0,-,0,0,35
BFE38cfchvT0xxx0x,N1,OVC-FCHV,T,0,-,0,0,38
BFE01cfchvT0xxx44,N1,OVC-FCHV,T,0,-,44,0,-
BFE35cfchvT0xxx44,N1,OVC-FCHV,T,0,-,44,0,35
BFE38cfchvT0xxx44,N1,OVC-FCHV,T,0,-,44,0,38
BFE01cfchvT4040xx,N1,OVC-FCHV,T,40,40,-,0,-
BFE35cfchvT4040xx,N1,OVC-FCHV,T,40,40,-,0,35
BFE38cfchvT4040xx,N1,OVC-FCHV,T,40,40,-,0,38
BFE01cfchvT40400x,N1,OVC-FCHV,T,40,40,0,0,-
BFE35cfchvT40400x,N1,OVC-FCHV,T,40,40,0,0,35
BFE38cfchvT40400x,N1,OVC-FCHV,T,40,40,0,0,38
BFE01cfchvT404044,N1,OVC-FCHV,T,40,40,44,0,-
BFE35cfchvT404044,N1,OVC-FCHV,T,40,40,44,0,35
BFE38cfchvT404044,N1,OVC-FCHV,T,40,40,44,0,38
BFE01cfchvT40xxxx,N1,OVC-FCHV,T,40,-,-,0,-
BFE35cfchvT40xxxx,N1,OVC-FCHV,T,40,-,-,0,35
BFE38cfchvT40xxxx,N1,OVC-FCHV,T,40,-,-,0,38
BFE01cfchvT40xx0x,N1,OVC-FCHV,T,40,-,0,0,-
BFE35cfchvT40xx0x,N1,OVC-FCHV,T,40,-,0,0,35
BFE38cfchvT40xx0x,N1,OVC-FCHV,T,40,-,0,0,38
BFE01cfchvT40xx44,N1,OVC-FCHV,T,40,-,44,0,-
BFE35cfchvT40xx44,N1,OVC-FCHV,T,40,-,44,0,35
BFE38cfchvT40xx44,N1,OVC-FCHV,T,40,-,44,0,38
BFE01cfchvT2040xx,N1,OVC-FCHV,T,20,40,-,0,-
BFE35cfchvT2040xx,N1,OVC-FCHV,T,20,40,-,0,35
BFE38cfchvT2040xx,N1,OVC-FCHV,T,20,40,-,0,38
BFE01cfchvT20400x,N1,OVC-FCHV,T,20,40,0,0,-
BFE35cfchvT20400x,N1,OVC-FCHV,T,20,40,0,0,35
BFE38cfchvT20400x,N1,OVC-FCHV,T,20,40,0,0,38
BFE01cfchvT204044,N1,OVC-FCHV,T,20,40,44,0,-
BFE35cfchvT204044,N1,OVC-FCHV,T,20,40,44,0,35
BFE38cfchvT204044,N1,OVC-FCHV,T,20,40,44,0,38
BFE01cfchvT20xxxx,N1,OVC-FCHV,T,20,-,-,0,-
BFE35cfchvT20xxxx,N1,OVC-FCHV,T,20,-,-,0,35
BFE38cfchvT20xxxx,N1,OVC-FCHV,T,20,-,-,0,38
BFE01cfchvT20xx0x,N1,OVC-FCHV,T,20,-,0,0,-
BFE35cfchvT20xx0x,N1,OVC-FCHV,T,20,-,0,0,35
BFE38cfchvT20xx0x,N1,OVC-FCHV,T,20,-,0,0,38
BFE01cfchvT20xx44,N1,OVC-FCHV,T,20,-,44,0,-
BFE35cfchvT20xx44,N1,OVC-FCHV,T,20,-,44,0,35
BFE38cfchvT20xx44,N1,OVC-FCHV,T,20,-,44,0,38
BFE01cfchvM1040xx,N1,OVC-FCHV,M,10,40,-,-,-
BFE35cfchvM1040xx,N1,OVC-FCHV,M,10,40,-,-,35
BFE38cfchvM1040xx,N1,OVC-FCHV,M,10,40,-,-,38
BFE01cfchvM10400x,N1,OVC-FCHV,M,10,40,0,-,-
BFE35cfchvM10400x,N1,OVC-FCHV,M,10,40,0,-,35
BFE38cfchvM10400x,N1,OVC-FCHV,M,10,40,0,-,38
BFE01cfchvM104044,N1,OVC-FCHV,M,10,40,44,-,-
BFE35cfchvM104044,N1,OVC-FCHV,M,10,40,44,-,35
BFE38cfchvM104044,N1,OVC-FCHV,M,10,40,44,-,38
BFE01cfchvM10xxxx,N1,OVC-FCHV,M,10,-,-,-,-
BFE35cfchvM10xxxx,N1,OVC-FCHV,M,10,-,-,-,35
BFE38cfchvM10xxxx,N1,OVC-FCHV,M,10,-,-,-,38
BFE01cfchvM10xx0x,N1,OVC-FCHV,M,10,-,0,-,-
BFE35cfchvM10xx0x,N1,OVC-FCHV,M,10,-,0,-,35
BFE38cfchvM10xx0x,N1,OVC-FCHV,M,10,-,0,-,38
BFE01cfchvM10xx44,N1,OVC-FCHV,M,10,-,44,-,-
BFE35cfchvM10xx44,N1,OVC-FCHV,M,10,-,44,-,35
BFE38cfchvM10xx44,N1,OVC-FCHV,M,10,-,44,-,38
BFE01cfchvM5040xx,N1,OVC-FCHV,M,50,40,-,0,-
BFE35cfchvM5040xx,N1,OVC-FCHV,M,50,40,-,0,35
BFE38cfchvM5040xx,N1,OVC-FCHV,M,50,40,-,0,38
BFE01cfchvM50400x,N1,OVC-FCHV,M,50,40,0,0,-
BFE35cfchvM50400x,N1,OVC-FCHV,M,50,40,0,0,35
BFE38cfchvM50400x,N1,OVC-FCHV,M,50,40,0,0,38
BFE01cfchvM504044,N1,OVC-FCHV,M,50,40,44,0,-
BFE35cfchvM504044,N1,OVC-FCHV,M,50,40,44,0,35
BFE38cfchvM504044,N1,OVC-FCHV,M,50,40,44,0,38
BFE01cfchvM50xxxx,N1,OVC-FCHV,M,50,-,-,0,-
BFE35cfchvM50xxxx,N1,OVC-FCHV,M,50,-,-,0,35
BFE38cfchvM50xxxx,N1,OVC-FCHV,M,50,-,-,0,38
BFE01cfchvM50xx0x,N1,OVC-FCHV,M,50,-,0,0,-
BFE35cfchvM50xx0x,N1,OVC-FCHV,M,50,-,0,0,35
BFE38cfchvM50xx0x,N1,OVC-FCHV,M,50,-,0,0,38
BFE01cfchvM50xx44,N1,OVC-FCHV,M,50,-,44,0,-
